order_id,product_id,quantity,unit_price
573,10,2,53.9
573,39,3,239.78
574,5,1,364.33
575,34,2,65.03
575,30,2,293.13
576,49,3,51.25
576,49,1,51.25
577,43,3,28.96
578,40,2,319.77
578,29,2,212.45
579,23,1,86.35
579,21,2,43.49
579,7,1,170.18
580,49,3,51.25
580,49,2,51.25
580,18,1,126.85
580,1,2,379.41
581,35,2,171.57
581,22,1,227.93
582,35,1,171.57
583,41,2,336.79
583,24,1,173.9
583,35,1,171.57
583,30,1,293.13
584,27,3,318.78
584,45,3,117.42
585,19,1,45.71
585,46,2,355.38
586,40,3,319.77
586,11,3,254.1
586,48,2,145.41
586,49,2,51.25
587,6,3,19.81
588,42,1,192.27
588,39,1,239.78
589,5,3,364.33
590,24,1,173.9
591,42,3,192.27
591,45,2,117.42
591,50,2,91.19
591,12,1,379.35
592,45,3,117.42
592,12,2,379.35
592,47,1,13.91
592,30,2,293.13
593,15,1,224.88
593,14,2,390.62
593,43,2,28.96
593,18,3,126.85
594,11,3,254.1
595,12,1,379.35
595,10,2,53.9
595,7,1,170.18
596,37,3,316.69
597,1,2,379.41
597,9,2,28.35
597,24,3,173.9
598,48,2,145.41
598,24,2,173.9
598,11,3,254.1
599,19,2,45.71
599,49,1,51.25
600,49,2,51.25
600,24,1,173.9
601,4,1,149.45
602,19,1,45.71
602,31,2,245.54
603,36,3,307.01
603,32,1,51.64
603,26,1,147.83
603,32,2,51.64
604,4,1,149.45
604,13,1,236.29
604,18,2,126.85
604,29,2,212.45
605,5,3,364.33
606,37,3,316.69
606,25,1,188.91
607,16,3,119.4
608,7,1,170.18
608,31,2,245.54
609,5,2,364.33
609,41,2,336.79
610,5,1,364.33
610,46,2,355.38
610,31,2,245.54
611,42,2,192.27
612,50,2,91.19
612,43,3,28.96
613,25,2,188.91
613,48,1,145.41
614,45,1,117.42
614,2,3,262.12
615,3,2,329.4
615,29,1,212.45
616,38,1,139.35
616,5,2,364.33
616,2,3,262.12
617,15,1,224.88
617,31,2,245.54
617,33,3,70.16
617,32,3,51.64
618,31,1,245.54
618,20,2,257.37
619,27,1,318.78
620,37,2,316.69
621,10,3,53.9
622,36,3,307.01
622,46,2,355.38
622,9,2,28.35
622,16,3,119.4
623,9,3,28.35
623,9,3,28.35
624,28,1,37.33
624,6,3,19.81
625,10,3,53.9
625,18,3,126.85
626,7,1,170.18
626,19,1,45.71
626,19,1,45.71
626,9,2,28.35
627,43,3,28.96
627,46,3,355.38
627,38,1,139.35
628,34,3,65.03
628,13,2,236.29
628,5,3,364.33
629,45,2,117.42
629,42,1,192.27
630,44,1,260.62
630,45,3,117.42
630,4,3,149.45
631,1,2,379.41
631,31,2,245.54
631,44,3,260.62
632,15,2,224.88
632,6,1,19.81
632,35,2,171.57
633,24,3,173.9
633,46,2,355.38
634,9,1,28.35
634,41,1,336.79
634,18,1,126.85
635,40,2,319.77
635,42,1,192.27
635,31,3,245.54
635,30,2,293.13
636,46,2,355.38
636,21,1,43.49
636,31,3,245.54
637,26,2,147.83
637,8,3,40.83
638,41,1,336.79
638,46,3,355.38
639,42,2,192.27
639,11,1,254.1
639,39,2,239.78
640,1,3,379.41
640,35,2,171.57
641,5,1,364.33
642,1,1,379.41
642,15,1,224.88
643,8,1,40.83
644,22,1,227.93
644,34,2,65.03
644,21,2,43.49
644,27,3,318.78
645,6,2,19.81
646,40,1,319.77
647,22,3,227.93
647,32,1,51.64
647,13,3,236.29
648,25,2,188.91
648,46,1,355.38
648,15,2,224.88
648,5,2,364.33
649,13,3,236.29
649,29,2,212.45
650,37,2,316.69
650,9,1,28.35
650,13,3,236.29
650,14,1,390.62
651,33,2,70.16
651,34,3,65.03
651,22,3,227.93
652,15,3,224.88
653,40,1,319.77
653,12,1,379.35
653,20,3,257.37
653,17,1,218.57
654,50,2,91.19
654,46,3,355.38
654,44,3,260.62
654,20,2,257.37
655,4,3,149.45
655,21,1,43.49
655,19,1,45.71
656,12,3,379.35
656,16,2,119.4
657,33,3,70.16
658,34,2,65.03
658,50,1,91.19
658,7,3,170.18
658,5,3,364.33
659,17,3,218.57
660,31,3,245.54
660,27,3,318.78
660,24,3,173.9
661,7,2,170.18
662,3,3,329.4
662,9,1,28.35
663,20,3,257.37
664,34,1,65.03
664,10,2,53.9
664,45,1,117.42
664,46,3,355.38
665,34,1,65.03
665,45,1,117.42
666,11,1,254.1
666,12,2,379.35
666,49,2,51.25
666,46,2,355.38
667,36,1,307.01
667,6,2,19.81
667,48,3,145.41
667,25,2,188.91
668,49,2,51.25
668,26,3,147.83
668,13,3,236.29
669,33,2,70.16
670,45,1,117.42
670,40,2,319.77
670,21,1,43.49
670,47,3,13.91
671,4,1,149.45
671,15,3,224.88
671,23,1,86.35
671,49,2,51.25
672,15,2,224.88
672,18,2,126.85
672,20,2,257.37
673,19,1,45.71
673,15,1,224.88
673,44,2,260.62
673,49,3,51.25
674,47,1,13.91
675,33,3,70.16
675,21,2,43.49
675,28,2,37.33
676,43,1,28.96
676,23,1,86.35
676,21,1,43.49
677,36,2,307.01
678,47,2,13.91
678,24,1,173.9
679,2,1,262.12
679,15,2,224.88
679,5,3,364.33
680,13,2,236.29
681,25,2,188.91
681,41,3,336.79
681,37,2,316.69
681,21,2,43.49
682,37,1,316.69
682,39,3,239.78
682,34,1,65.03
683,43,1,28.96
684,43,3,28.96
684,8,3,40.83
684,37,1,316.69
685,2,3,262.12
685,9,2,28.35
685,6,1,19.81
685,34,2,65.03
686,48,3,145.41
686,4,1,149.45
687,41,3,336.79
687,5,2,364.33
687,13,2,236.29
687,20,2,257.37
688,43,1,28.96
689,12,1,379.35
689,42,3,192.27
690,4,1,149.45
690,14,3,390.62
690,2,3,262.12
691,10,3,53.9
691,14,1,390.62
691,10,3,53.9
691,29,1,212.45
692,39,2,239.78
692,15,2,224.88
692,14,3,390.62
693,50,1,91.19
694,35,2,171.57
694,15,3,224.88
695,13,3,236.29
695,47,3,13.91
696,18,2,126.85
696,33,1,70.16
697,5,3,364.33
698,30,1,293.13
698,41,1,336.79
698,35,2,171.57
699,11,2,254.1
699,23,3,86.35
700,41,1,336.79
700,29,1,212.45
701,8,3,40.83
701,19,1,45.71
701,27,2,318.78
702,18,2,126.85
702,34,1,65.03
702,31,3,245.54
702,33,1,70.16
703,23,3,86.35
704,23,3,86.35
705,42,1,192.27
705,30,3,293.13
705,36,1,307.01
705,3,3,329.4
706,28,3,37.33
706,20,1,257.37
706,36,3,307.01
706,43,3,28.96
707,41,2,336.79
707,44,2,260.62
708,22,1,227.93
708,36,3,307.01
709,8,1,40.83
709,2,3,262.12
709,21,2,43.49
710,34,1,65.03
710,23,3,86.35
710,35,2,171.57
711,17,2,218.57
711,40,3,319.77
711,37,2,316.69
712,24,3,173.9
713,19,2,45.71
713,11,3,254.1
713,25,1,188.91
714,48,1,145.41
715,4,2,149.45
715,17,1,218.57
716,50,1,91.19
717,47,2,13.91
717,28,1,37.33
717,41,3,336.79
717,49,1,51.25
718,6,1,19.81
719,21,3,43.49
720,30,1,293.13
721,44,1,260.62
721,24,1,173.9
721,28,2,37.33
722,15,2,224.88
722,2,3,262.12
722,46,1,355.38
722,11,1,254.1
723,29,3,212.45
724,36,3,307.01
724,1,2,379.41
724,29,1,212.45
724,39,3,239.78
725,4,3,149.45
725,34,1,65.03
726,11,3,254.1
726,42,1,192.27
726,33,3,70.16
726,33,1,70.16
727,37,2,316.69
727,47,3,13.91
728,21,2,43.49
728,13,2,236.29
729,38,3,139.35
730,40,2,319.77
730,11,3,254.1
730,35,2,171.57
731,10,2,53.9
732,19,3,45.71
732,33,2,70.16
732,46,1,355.38
732,6,3,19.81
733,18,1,126.85
733,39,2,239.78
733,29,3,212.45
733,17,1,218.57
734,7,1,170.18
734,32,3,51.64
734,20,1,257.37
735,24,1,173.9
735,33,3,70.16
735,34,2,65.03
736,30,3,293.13
736,21,2,43.49
736,44,3,260.62
737,44,2,260.62
737,4,3,149.45
738,16,2,119.4
738,33,1,70.16
738,29,2,212.45
738,2,1,262.12
739,39,2,239.78
739,46,1,355.38
739,47,2,13.91
739,22,3,227.93
740,42,1,192.27
741,11,1,254.1
741,31,1,245.54
742,11,3,254.1
742,20,1,257.37
743,14,1,390.62
743,27,2,318.78
743,21,3,43.49
743,4,3,149.45
744,31,3,245.54
744,13,2,236.29
744,11,3,254.1
744,44,1,260.62
745,9,2,28.35
745,31,2,245.54
746,36,2,307.01
747,22,1,227.93
747,24,2,173.9
748,22,2,227.93
748,37,3,316.69
748,12,2,379.35
749,30,1,293.13
749,19,2,45.71
750,31,3,245.54
750,13,3,236.29
750,43,3,28.96
751,20,2,257.37
751,46,1,355.38
752,1,1,379.41
752,36,1,307.01
752,14,3,390.62
752,33,3,70.16
753,44,2,260.62
754,18,1,126.85
755,37,3,316.69
755,1,3,379.41
755,27,2,318.78
756,1,3,379.41
756,13,1,236.29
757,18,3,126.85
758,26,3,147.83
758,2,1,262.12
758,39,3,239.78
758,28,1,37.33
759,28,2,37.33
759,43,1,28.96
760,11,2,254.1
760,47,2,13.91
760,36,1,307.01
760,23,2,86.35
761,11,1,254.1
761,10,1,53.9
762,33,3,70.16
762,37,1,316.69
762,36,2,307.01
763,47,1,13.91
764,49,1,51.25
764,16,2,119.4
765,28,2,37.33
765,31,1,245.54
765,15,3,224.88
765,4,2,149.45
766,13,1,236.29
766,17,1,218.57
767,42,1,192.27
767,28,2,37.33
767,5,3,364.33
768,12,2,379.35
768,28,2,37.33
769,38,1,139.35
769,32,1,51.64
770,41,1,336.79
770,19,3,45.71
771,34,3,65.03
772,11,1,254.1
772,43,1,28.96
772,28,2,37.33
772,43,2,28.96
773,45,1,117.42
774,27,1,318.78
774,35,3,171.57
775,18,3,126.85
775,43,2,28.96
776,45,2,117.42
776,5,1,364.33
776,6,1,19.81
776,4,3,149.45
777,25,3,188.91
778,7,3,170.18
778,32,3,51.64
779,9,1,28.35
779,5,2,364.33
779,28,1,37.33
779,43,3,28.96
780,46,1,355.38
781,15,3,224.88
782,45,2,117.42
782,27,3,318.78
783,12,1,379.35
783,9,1,28.35
783,35,3,171.57
783,28,1,37.33
784,46,1,355.38
784,8,2,40.83
784,6,3,19.81
785,23,1,86.35
786,42,3,192.27
786,35,1,171.57
786,20,3,257.37
786,14,2,390.62
787,23,3,86.35
787,36,3,307.01
787,15,3,224.88
788,33,1,70.16
788,27,2,318.78
789,35,2,171.57
790,50,2,91.19
790,34,2,65.03
790,16,3,119.4
790,33,3,70.16
791,26,3,147.83
791,3,2,329.4
791,31,2,245.54
792,23,3,86.35
792,20,2,257.37
792,24,1,173.9
792,49,2,51.25
793,28,3,37.33
793,48,3,145.41
794,18,3,126.85
795,3,2,329.4
795,39,3,239.78
795,43,2,28.96
795,15,2,224.88
796,32,1,51.64
796,24,1,173.9
797,22,2,227.93
797,29,2,212.45
798,42,1,192.27
798,46,1,355.38
799,22,1,227.93
799,12,1,379.35
800,50,2,91.19
800,33,1,70.16
801,39,2,239.78
801,2,2,262.12
801,25,1,188.91
801,25,1,188.91
802,22,1,227.93
802,44,1,260.62
802,40,3,319.77
803,19,1,45.71
803,13,3,236.29
804,8,1,40.83
804,37,2,316.69
804,34,3,65.03
805,8,1,40.83
805,14,2,390.62
805,20,2,257.37
805,24,1,173.9
806,16,3,119.4
806,28,1,37.33
806,22,3,227.93
806,16,2,119.4
807,18,2,126.85
807,50,3,91.19
807,31,2,245.54
808,30,1,293.13
808,39,3,239.78
808,12,3,379.35
808,31,3,245.54
809,49,3,51.25
809,29,1,212.45
809,20,2,257.37
810,6,1,19.81
811,27,3,318.78
811,30,2,293.13
811,45,2,117.42
811,34,2,65.03
812,8,2,40.83
812,19,3,45.71
812,14,1,390.62
812,25,2,188.91
813,19,1,45.71
813,40,3,319.77
813,24,1,173.9
814,9,2,28.35
814,44,1,260.62
814,22,1,227.93
815,26,1,147.83
815,11,3,254.1
816,24,2,173.9
816,17,1,218.57
816,12,3,379.35
816,30,1,293.13
817,15,2,224.88
817,44,2,260.62
817,44,1,260.62
817,32,3,51.64
818,5,3,364.33
818,12,3,379.35
819,45,3,117.42
819,50,1,91.19
820,36,3,307.01
820,9,3,28.35
820,31,3,245.54
821,20,2,257.37
821,44,1,260.62
821,35,3,171.57
822,48,2,145.41
822,37,1,316.69
822,49,2,51.25
822,32,2,51.64
823,6,3,19.81
824,18,1,126.85
824,12,3,379.35
825,29,1,212.45
825,45,2,117.42
826,21,3,43.49
826,22,3,227.93
827,5,1,364.33
827,2,3,262.12
827,47,1,13.91
828,43,2,28.96
828,20,3,257.37
828,6,1,19.81
829,4,3,149.45
830,43,3,28.96
831,25,3,188.91
831,35,2,171.57
832,18,2,126.85
832,48,3,145.41
833,26,1,147.83
833,15,1,224.88
833,14,2,390.62
834,33,2,70.16
834,2,3,262.12
834,49,3,51.25
835,11,2,254.1
835,32,3,51.64
836,28,1,37.33
836,31,3,245.54
837,23,3,86.35
837,7,2,170.18
838,31,2,245.54
839,21,2,43.49
839,1,2,379.41
840,45,1,117.42
840,19,3,45.71
841,28,3,37.33
841,46,2,355.38
841,13,1,236.29
841,10,2,53.9
842,15,3,224.88
842,28,2,37.33
842,18,1,126.85
843,11,2,254.1
843,38,3,139.35
844,7,1,170.18
844,13,2,236.29
844,3,3,329.4
844,37,1,316.69
845,41,3,336.79
845,39,1,239.78
845,37,1,316.69
846,31,1,245.54
847,10,2,53.9
847,36,3,307.01
847,7,1,170.18
848,14,1,390.62
848,17,2,218.57
849,17,1,218.57
849,20,2,257.37
850,8,1,40.83
850,1,1,379.41
850,22,3,227.93
850,7,2,170.18
851,14,2,390.62
851,3,2,329.4
852,15,2,224.88
852,27,1,318.78
852,40,3,319.77
852,48,2,145.41
853,18,1,126.85
853,27,2,318.78
853,14,3,390.62
853,4,3,149.45
854,36,3,307.01
854,8,1,40.83
855,1,2,379.41
856,13,2,236.29
856,9,2,28.35
857,10,3,53.9
857,26,3,147.83
858,25,2,188.91
859,22,1,227.93
859,9,1,28.35
860,19,2,45.71
861,6,3,19.81
862,50,3,91.19
863,41,3,336.79
863,48,2,145.41
863,8,1,40.83
863,34,2,65.03
864,7,2,170.18
864,15,2,224.88
864,13,2,236.29
864,31,3,245.54
865,8,3,40.83
865,3,3,329.4
865,29,2,212.45
866,49,3,51.25
866,18,2,126.85
866,10,3,53.9
866,34,1,65.03
867,8,3,40.83
867,2,2,262.12
868,43,2,28.96
868,38,2,139.35
868,46,1,355.38
868,7,1,170.18
869,25,2,188.91
870,2,1,262.12
871,6,3,19.81
872,9,2,28.35
873,21,1,43.49
873,37,3,316.69
874,20,3,257.37
874,4,1,149.45
874,7,2,170.18
874,5,3,364.33
875,44,2,260.62
875,19,1,45.71
875,37,2,316.69
876,20,3,257.37
876,18,3,126.85
876,42,3,192.27
877,22,1,227.93
877,24,1,173.9
877,21,3,43.49
877,33,2,70.16
878,27,3,318.78
878,18,3,126.85
879,17,3,218.57
879,14,1,390.62
879,36,3,307.01
879,9,3,28.35
880,24,2,173.9
880,45,3,117.42
881,46,3,355.38
881,7,2,170.18
882,42,3,192.27
882,34,3,65.03
882,27,1,318.78
882,13,2,236.29
883,24,3,173.9
883,45,3,117.42
884,43,3,28.96
884,26,3,147.83
884,26,1,147.83
884,25,1,188.91
885,3,1,329.4
885,16,3,119.4
885,48,1,145.41
885,46,3,355.38
886,31,2,245.54
886,20,3,257.37
886,24,1,173.9
886,35,3,171.57
887,37,3,316.69
887,14,2,390.62
888,10,3,53.9
888,36,1,307.01
889,18,1,126.85
890,25,2,188.91
890,1,2,379.41
891,15,2,224.88
892,30,3,293.13
893,16,2,119.4
894,37,1,316.69
894,8,3,40.83
894,2,3,262.12
895,36,1,307.01
895,26,1,147.83
895,35,2,171.57
895,18,2,126.85
896,46,3,355.38
897,39,2,239.78
897,13,2,236.29
897,37,3,316.69
898,33,1,70.16
898,3,2,329.4
898,17,3,218.57
899,28,3,37.33
899,29,2,212.45
899,30,2,293.13
900,45,3,117.42
901,14,1,390.62
901,14,2,390.62
902,47,2,13.91
902,31,1,245.54
902,41,1,336.79
903,5,2,364.33
904,33,1,70.16
904,27,1,318.78
904,9,1,28.35
904,38,2,139.35
905,27,2,318.78
905,4,3,149.45
905,33,1,70.16
905,21,1,43.49
906,22,1,227.93
906,2,1,262.12
907,24,1,173.9
907,38,2,139.35
907,38,2,139.35
907,1,2,379.41
908,32,3,51.64
909,7,2,170.18
909,43,1,28.96
909,32,3,51.64
909,28,3,37.33
910,50,2,91.19
910,3,3,329.4
910,27,3,318.78
910,39,2,239.78
911,23,3,86.35
911,30,2,293.13
912,22,2,227.93
913,37,3,316.69
913,2,2,262.12
913,30,3,293.13
913,41,3,336.79
914,20,3,257.37
914,35,1,171.57
914,46,2,355.38
914,43,1,28.96
915,49,1,51.25
916,16,3,119.4
916,25,1,188.91
916,48,3,145.41
917,40,3,319.77
917,10,1,53.9
917,16,2,119.4
918,29,1,212.45
918,36,2,307.01
919,32,1,51.64
919,8,1,40.83
919,1,2,379.41
920,21,2,43.49
921,20,3,257.37
921,45,1,117.42
922,32,1,51.64
922,14,1,390.62
923,17,1,218.57
924,9,1,28.35
924,21,3,43.49
924,44,2,260.62
925,18,2,126.85
925,39,3,239.78
925,12,1,379.35
925,40,2,319.77
926,44,1,260.62
927,21,1,43.49
927,48,2,145.41
927,50,3,91.19
928,7,1,170.18
928,23,2,86.35
928,12,1,379.35
928,14,1,390.62
929,6,1,19.81
929,16,2,119.4
929,43,1,28.96
929,27,3,318.78
930,22,1,227.93
930,16,3,119.4
930,28,3,37.33
930,23,2,86.35
931,25,1,188.91
931,19,2,45.71
932,14,2,390.62
933,41,2,336.79
933,20,2,257.37
934,5,3,364.33
934,29,2,212.45
934,17,2,218.57
934,17,2,218.57
935,33,2,70.16
935,13,1,236.29
936,42,1,192.27
936,36,3,307.01
936,47,3,13.91
936,6,2,19.81
937,33,1,70.16
937,19,2,45.71
937,29,2,212.45
937,19,3,45.71
938,12,2,379.35
938,41,3,336.79
939,18,3,126.85
940,49,1,51.25
940,30,2,293.13
940,47,1,13.91
940,45,3,117.42
941,20,2,257.37
941,13,2,236.29
942,41,2,336.79
942,24,2,173.9
942,7,1,170.18
942,5,2,364.33
943,49,2,51.25
943,43,2,28.96
943,37,2,316.69
943,41,1,336.79
944,22,2,227.93
944,25,2,188.91
944,32,3,51.64
944,29,1,212.45
945,43,1,28.96
945,11,1,254.1
946,16,2,119.4
946,50,2,91.19
947,3,3,329.4
948,45,1,117.42
948,25,1,188.91
949,10,3,53.9
950,8,1,40.83
950,6,2,19.81
951,41,3,336.79
951,18,2,126.85
951,29,1,212.45
951,18,1,126.85
952,46,2,355.38
952,49,1,51.25
952,39,3,239.78
952,42,2,192.27
953,20,2,257.37
953,44,2,260.62
954,36,2,307.01
955,1,1,379.41
955,29,3,212.45
955,28,3,37.33
956,15,3,224.88
956,46,1,355.38
956,20,1,257.37
956,47,3,13.91
957,45,2,117.42
957,6,1,19.81
957,37,1,316.69
958,41,3,336.79
958,21,2,43.49
958,14,2,390.62
958,42,3,192.27
959,31,1,245.54
960,19,3,45.71
960,45,1,117.42
960,41,2,336.79
961,19,3,45.71
961,32,3,51.64
962,22,1,227.93
962,7,2,170.18
962,23,3,86.35
962,13,3,236.29
963,8,2,40.83
963,49,3,51.25
963,10,1,53.9
964,18,3,126.85
964,30,2,293.13
964,49,3,51.25
964,44,3,260.62
965,15,2,224.88
966,17,2,218.57
966,2,3,262.12
966,42,2,192.27
966,19,1,45.71
967,24,1,173.9
967,41,2,336.79
968,28,2,37.33
968,6,3,19.81
969,34,3,65.03
969,50,3,91.19
969,3,2,329.4
970,31,2,245.54
970,22,1,227.93
971,16,1,119.4
972,9,3,28.35
972,44,2,260.62
973,13,3,236.29
974,13,1,236.29
974,46,2,355.38
974,3,1,329.4
974,18,2,126.85
975,41,1,336.79
975,34,3,65.03
976,14,3,390.62
976,49,2,51.25
976,31,1,245.54
977,50,2,91.19
977,2,2,262.12
978,45,2,117.42
979,22,1,227.93
980,24,3,173.9
980,6,2,19.81
980,7,3,170.18
981,30,2,293.13
981,18,2,126.85
981,20,3,257.37
981,2,1,262.12
982,23,3,86.35
982,38,2,139.35
983,34,3,65.03
984,2,3,262.12
984,32,2,51.64
985,2,2,262.12
985,37,2,316.69
985,34,1,65.03
986,48,1,145.41
986,16,1,119.4
987,9,2,28.35
987,27,2,318.78
987,1,2,379.41
988,32,3,51.64
989,32,2,51.64
989,12,1,379.35
990,33,2,70.16
990,18,2,126.85
991,42,2,192.27
991,37,1,316.69
991,33,3,70.16
991,33,1,70.16
992,6,2,19.81
993,4,2,149.45
994,31,3,245.54
994,45,3,117.42
994,14,2,390.62
994,20,3,257.37
995,50,2,91.19
995,11,1,254.1
995,23,3,86.35
995,14,2,390.62
996,8,3,40.83
997,44,3,260.62
997,4,3,149.45
998,37,2,316.69
998,37,1,316.69
998,9,2,28.35
998,28,3,37.33
999,36,3,307.01
999,24,3,173.9
1000,24,2,173.9
1000,39,1,239.78
1000,29,1,212.45
