order_id,customer_id,order_date,channel
977,123,2026-02-13,mobile
978,126,2026-01-26,web
979,199,2026-01-29,in_store
980,27,2026-01-25,in_store
981,12,2026-02-08,in_store
982,126,2026-01-23,web
983,49,2026-01-09,in_store
984,187,2026-01-06,in_store
985,153,2026-03-26,mobile
986,70,2026-01-18,mobile
987,8,2026-03-23,in_store
988,108,2026-03-31,web
989,188,2026-01-06,mobile
990,200,2026-03-07,mobile
991,22,2026-01-31,web
992,133,2026-01-28,web
993,60,2026-02-10,web
994,47,2026-01-05,web
995,163,2026-01-27,web
996,31,2026-01-27,mobile
997,192,2026-02-12,in_store
998,69,2026-03-17,web
999,108,2026-01-09,mobile
1000,101,2026-01-19,mobile
